9.41358024691358,7.75462962962963,20.908816425120772,18.623737373737377,2.3437499999999996,,23.460144927536234,9.809027777777779,47.780797101449274,35.250603864734295,5.403645833333334,1.8663194444444442,27.143719806763283,11.263020833333332,68.68961352657007,53.06461352657005,5.637254901960785,1.8663194444444442

4.9603174603174605,
1.0416666666666665,
21.875,
18.605324074074073,
1.9675925925925926,
,
15.203373015873016,
6.163194444444445,
51.364087301587304,
41.82692307692308,
5.439814814814815,
2.132936507936508,
17.683531746031743,
6.293402777777778,
71.6765873015873,
59.00106837606837,
5.486111111111112,
2.132936507936508
